status,gene-symbol,UMLS_by_symbol,gene-name,UMLS_by_name,ensembl-id,chromosome,genetic-category,gene-score,syndromic,eagle,number-of-reports
9,STX1A,C1420498,Syntaxin 1A (brain),C0006104,,7,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7
9,STXBP1,C1420506,Syntaxin binding protein 1,C0649046,,9,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,19.1,84
9,STK39,C1425045,"serine threonine kinase 39 (STE20/SPS1 homolog, yeast)",C1334043,,2,Genetic Association,2.0,0,,5
9,STXBP5,C1426315,Syntaxin binding protein 5 (tomosyn),C1426315,,6,Rare Single Gene Mutation,2.0,0,,8
9,STYK1,C1539889,Serine/threonine/tyrosine kinase 1,C1539889,,12,"Rare Single Gene Mutation, Genetic Association",2.0,0,,4
9,SUPT16H,C1420522,"SPT16 homolog, facilitates chromatin remodeling subunit",C1156210,,14,"Rare Single Gene Mutation, Syndromic",2.0,1,,10
9,SYAP1,C1424143,Synapse associated protein 1,C0039062,,X,Rare Single Gene Mutation,2.0,0,,2
9,SYBU,C1969051,syntabulin,C1969051,,8,Rare Single Gene Mutation,3.0,0,,1
9,SYCE1,C1823157,synaptonemal complex central element protein 1,C1823157,,10,Rare Single Gene Mutation,3.0,0,,3
9,SYN1,C1420543,Synapsin 1,C0085252,,X,"Rare Single Gene Mutation, Functional",1.0,0,2.35,30
9,SYN2,C1420544,Synapsin II,C0087045,,3,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,7
9,SYNCRIP,C1424633,synaptotagmin binding cytoplasmic RNA interacting protein,C1424633,,6,"Rare Single Gene Mutation, Syndromic",2.0,0,,10
9,SYNE1,C1424736,"spectrin repeat containing, nuclear envelope 1",C0028584,,6,"Rare Single Gene Mutation, Genetic Association",2.0,0,,25
9,SYNGAP1,C1420546,synaptic Ras GTPase activating protein 1,C0294869,,6,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,40.75,126
9,SYNJ1,C1420552,synaptojanin 1,C1420552,,21,Rare Single Gene Mutation,2.0,0,,3
9,SYP,C1420554,synaptophysin,C0085255,,X,Rare Single Gene Mutation,3.0,0,,6
9,SYT1,C1420556,synaptotagmin 1,C0144255,,12,"Rare Single Gene Mutation, Syndromic",,1,,12
9,SYT17,C1823167,synaptotagmin XVII,C1823167,,16,"Rare Single Gene Mutation, Genetic Association",2.0,0,,4
9,TAF1,C1336564,TATA-box binding protein associated factor 1,C0144555,,X,"Rare Single Gene Mutation, Syndromic",,1,,18
9,TAF1C,C1420571,"TATA-box binding protein associated factor, RNA polymerase I subunit C",C0144555,,16,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5
9,TAF4,C1336567,TATA-box binding protein associated factor 4,C0144555,,20,"Rare Single Gene Mutation, Syndromic",2.0,1,,5
9,TAF6,C1336569,TATA-box binding protein associated factor 6,C0144555,,7,"Rare Single Gene Mutation, Syndromic",2.0,0,,9
9,TANC2,C1823227,"etratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",C1516692,,17,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,24.95,21
9,TAOK1,C1539922,TAO kinase 1,C1539922,,17,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,8.25,14
9,TAOK2,C1539923,TAO kinase 2,C0040021,,16,"Rare Single Gene Mutation, Functional",2.0,0,,11
9,TBC1D23,C1823244,TBC1 domain family member 23,C1420593,,3,"Rare Single Gene Mutation, Syndromic",,1,,6
9,TBC1D31,C1823831,"TBC1 domain family, member 31",C1420593,,8,Rare Single Gene Mutation,2.0,0,,7
9,TBC1D5,C1426057,"TBC1 domain family, member 5",C1420593,,3,"Rare Single Gene Mutation, Genetic Association",2.0,0,,10
9,TBCEL,C1823249,tubulin folding cofactor E like,C0041348,,11,Rare Single Gene Mutation,1.0,0,,3
9,TBCK,C2828748,TBC1 domain containing kinase,C1420593,,4,"Rare Single Gene Mutation, Syndromic",1.0,1,1.0,6
9,TBL1X,C1420599,transducin (beta)-like 1X-linked,C1420599,,X,Genetic Association,2.0,0,,1
9,TBL1XR1,C1539940,transducin beta like 1 X-linked receptor 1,C0040663,,3,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,9.15,34
9,TBR1,C1420602,"T-box, brain, 1",C0006104,,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,10.85,48
9,TBX1,C1420603,T-box 1,C1420603,,22,"Rare Single Gene Mutation, Syndromic, Functional",,1,,7
9,TBX22,C1420611,T-box transcription factor 22,C1420611,,X,Rare Single Gene Mutation,3.0,0,,2
9,TCEAL1,C1420626,transcription elongation factor A like 1,C1420622,,X,"Rare Single Gene Mutation, Syndromic",3.0,1,,4
9,TCF20,C1420637,Transcription factor 20 (AR1),C1420637,,22,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,38.0,35
9,TCF4,C1420639,Transcription factor 4,C1420639,,18,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,13.5,79
9,TBCB,C1823247,tubulin folding cofactor B,C0041348,,19,Rare Single Gene Mutation,3.0,0,,3
9,TCF7L2,C1420644,"Transcription factor 7-like 2 (T-cell specific, HMG-box)",C1512311,,10,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,2.1,14
9,TECTA,C1420683,tectorin alpha,C1420683,,11,Rare Single Gene Mutation,2.0,0,,10
9,TEK,C1336602,TEKreceptortyrosine kinase,C0206364,,9,Rare Single Gene Mutation,1.0,0,2.0,4
9,TERB2,C1824407,telomere repeat binding bouquet formation protein 2,C0667086,,15,Rare Single Gene Mutation,2.0,0,,1
9,TERF2,C1336605,Telomeric repeat binding factor 2,C1336605,,16,"Rare Single Gene Mutation, Functional",2.0,0,,8
9,TET2,C1825692,Tet methylcytosine dioxygenase 2,C1825692,,4,"Rare Single Gene Mutation, Functional",2.0,0,,8
9,TET3,C2680470,tet methylcytosine dioxygenase 3,C2680470,,2,"Rare Single Gene Mutation, Syndromic",,1,,8
9,TFB2M,C1425600,"transcription factor B2, mitochondrial",C0026237,,1,Rare Single Gene Mutation,3.0,0,,1
9,TFE3,C1336608,transcription factor binding to IGHM enhancer 3,C1149367,,X,"Rare Single Gene Mutation, Syndromic",,1,,6
9,TGM1,C1420713,transglutaminase 1,C0033679,,14,Rare Single Gene Mutation,3.0,0,,4
9,THBS1,C1336626,Thrombospondin 1,C0147139,,15,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5
9,THRA,C0242987,thyroid hormone receptor alpha,C0242987,,17,"Rare Single Gene Mutation, Functional",2.0,0,,5
9,TLE3,C1420754,"TLE family member 3, transcriptional corepressor",C1336789,,15,Rare Single Gene Mutation,1.0,0,,6
9,TLK2,C1420757,tousled-like kinase 2,C1420757,,17,"Rare Single Gene Mutation, Syndromic",1.0,1,13.5,26
9,TLN2,C1423493,talin 2,C1423493,,15,"Rare Single Gene Mutation, Functional",3.0,0,,9
9,TM4SF19,C1539975,transmembrane 4 L six family member 19,C0086282,,3,Rare Single Gene Mutation,2.0,0,,4
9,TM4SF20,C1539976,Transmembrane 4 L six family member 20,C0086282,,2,"Rare Single Gene Mutation, Syndromic",,1,,4
9,TM9SF4,C1539978,transmembrane 9 superfamily member 4,C0167206,,20,Rare Single Gene Mutation,1.0,0,0.5,5
9,TMEM134,C1823397,transmembrane protein 134,C1823397,,11,Rare Single Gene Mutation,3.0,0,,3
9,TMEM39B,C1540011,transmembrane protein 39B,C0021699,,1,Rare Single Gene Mutation,2.0,0,,6
9,TMLHE,C1425437,"trimethyllysine hydroxylase, epsilon",C0077170,,X,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,11
9,TNPO3,C1424743,transportin 3,C1424743,,7,Rare Single Gene Mutation,3.0,0,6.35,9
9,TNRC6B,C1540036,Trinucleotide repeat containing 6B,C1420834,,22,"Rare Single Gene Mutation, Syndromic",2.0,0,,21
9,TNRC6C,C1540037,trinucleotide repeat containing adaptor 6C,C1420834,,17,Rare Single Gene Mutation,2.0,0,,6
9,TNS2,C1426374,tensin 2,C1426374,,12,Rare Single Gene Mutation,3.0,0,,4
9,TOP2B,C1336658,DNA topoisomerase II beta,C0256024,,3,"Rare Single Gene Mutation, Functional",2.0,0,,8
9,TOP3B,C1420860,Topoisomerase (DNA) III beta,C1097583,,22,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,8
9,TPO,C1364508,Thyroid peroxidase,C0021965,,2,"Rare Single Gene Mutation, Genetic Association",2.0,0,,2
9,TRAF7,C1540047,TNF receptor associated factor 7,C0077503,,16,"Rare Single Gene Mutation, Syndromic",1.0,1,3.5,11
9,TRAP1,C1420952,TNF receptor associated protein 1,C0077503,,16,Rare Single Gene Mutation,3.0,0,,4
9,TRAPPC2L,C1823481,trafficking protein particle complex 2 like,C0599895,,16,"Rare Single Gene Mutation, Syndromic",3.0,0,,4
9,TRAPPC6B,C1427887,trafficking protein particle complex 6B,C0599895,,14,"Rare Single Gene Mutation, Syndromic",,1,,9
9,TRAPPC9,C2677743,trafficking protein particle complex 9,C0599895,,8,"Rare Single Gene Mutation, Syndromic, Functional",2.0,0,,26
9,TRIM23,C1540057,tripartite motif containing 23,C1515175,,5,Rare Single Gene Mutation,1.0,0,,8
9,TRIM32,C1424232,tripartite motif containing 32,C1515175,,9,"Rare Single Gene Mutation, Functional",3.0,0,,5
9,TRIM33,C1424158,Tripartite motif containing 33,C1515175,,1,"Rare Single Gene Mutation, Genetic Association",2.0,0,,2
9,TRIM8,C1423591,tripartite motif containing 8,C1515175,,10,"Rare Single Gene Mutation, Syndromic",3.0,1,,6
9,TRIO,C1336674,Trio Rho guanine nucleotide exchange factor,C1412517,,5,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,,56
9,TRIP12,C1421147,Thyroid hormone receptor interactor 12,C1419025,,2,"Rare Single Gene Mutation, Syndromic",1.0,1,27.0,45
9,TRPC4,C1421171,transient receptor potential cation channel subfamily C member 4,C1421171,,13,"Rare Single Gene Mutation, Genetic Association, Functional",3.0,0,,6
9,TRPC5,C1421172,transient receptor potential cation channel subfamily C member 5,C1421172,,X,Rare Single Gene Mutation,3.0,0,,10
9,TRPC6,C1421173,"Transient receptor potential cation channel, subfamily C, member 6",C1563722,,11,"Rare Single Gene Mutation, Functional",2.0,0,7.2,6
9,TRPM1,C1417194,transient receptor potential cation channel subfamily M member 1,C1417194,,15,Rare Single Gene Mutation,2.0,0,,6
9,TRPM3,C1425222,transient receptor potential cation channel subfamily M member 3,C1259684,,9,"Rare Single Gene Mutation, Syndromic",,1,,15
9,TRPM6,C1425225,transient receptor potential cation channel subfamily M member 6,C1417194,,9,Rare Single Gene Mutation,3.0,0,,6
9,TRPM7,C1425224,transient receptor potential cation channel subfamily M member 7,C1425224,,15,Rare Single Gene Mutation,3.0,0,,8
9,TRRAP,C1336677,transformation/transcription domain associated protein,C1336677,,7,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,21
9,TSC1,C0694894,tuberous sclerosis 1,C0694894,,9,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,17.1,40
9,TSC2,C0694895,tuberous sclerosis 2,C0694895,,16,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,,68
9,TSHZ1,C1823514,teashirt zinc finger homeobox 1,C1412611,,18,"Rare Single Gene Mutation, Syndromic",1.0,0,,6
9,TSHZ3,C1823516,teashirt zinc finger homeobox 3,C1412611,,19,"Rare Single Gene Mutation, Functional",1.0,0,,8
9,TSPAN17,C1540097,tetraspanin 17,C3178812,,5,Rare Single Gene Mutation,2.0,0,,4
9,TSPAN4,C1540084,tetraspanin 4,C1540084,,11,Rare Single Gene Mutation,2.0,0,,5
9,TSPAN7,C1540087,tetraspanin 7,C3178812,,X,"Rare Single Gene Mutation, Functional",2.0,0,,10
9,TSPOAP1,C1424579,TSPO associated protein 1,C1823521,,17,Rare Single Gene Mutation,2.0,0,,8
9,TSPYL2,C1540100,TSPY like 2,C1336731,,X,"Rare Single Gene Mutation, Functional",3.0,0,,7
9,TTI2,C1824250,TELO2 interacting protein 2,,,8,"Rare Single Gene Mutation, Syndromic",,1,,3
9,TTN,C1421222,titin,C0056248,,2,"Rare Single Gene Mutation, Syndromic",2.0,1,,35
9,TUBGCP5,C1425638,"tubulin, gamma complex associated protein 5",C0041348,,15,Rare Single Gene Mutation,2.0,0,,6
9,U2AF2,C1427952,U2 small nuclear RNA auxiliary factor 2,C1427952,,19,"Rare Single Gene Mutation, Syndromic",3.0,0,,8
9,UBAP2L,C1540144,ubiquitin associated protein 2 like,C0041538,,1,"Rare Single Gene Mutation, Syndromic",1.0,0,,5
9,UBE3A,C1421293,ubiquitin protein ligase E3A,C1421293,,15,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,,55
9,UBE3C,C1540149,Ubiquitin protein ligase E3C,C0077678,,7,"Rare Single Gene Mutation, Syndromic",2.0,0,,7
9,UBN2,C2681096,ubinuclein 2,C2681096,,7,Rare Single Gene Mutation,2.0,0,,5
9,UBR1,C1424562,ubiquitin protein ligase E3 component n-recognin 1,C1825027,,15,Rare Single Gene Mutation,1.0,0,1.6,4
9,UBR3,C1538218,ubiquitin protein ligase E3 component n-recognin 3,C1825027,,2,Rare Single Gene Mutation,2.0,0,,6
9,UBR5,C1825027,ubiquitin protein ligase E3 component n-recognin 5,C1825027,,8,"Rare Single Gene Mutation, Syndromic",2.0,0,18.45,13
9,TDO2,C1420674,"tryptophan 2,3-dioxygenase",C0041256,,4,Genetic Association,2.0,0,,4
9,UBE2H,C1421282,"ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)",C1334043,,7,Genetic Association,2.0,0,,2
9,UGGT1,C1423640,UDP-glucose glycoprotein glucosyltransferase 1,C1423640,,2,"Rare Single Gene Mutation, Syndromic",3.0,1,,5
9,UIMC1,C1823597,ubiquitin interaction motif containing 1,C0041538,,5,Rare Single Gene Mutation,2.0,0,,6
9,UNC13A,C1427949,unc-13 homolog A,C1421356,,19,"Rare Single Gene Mutation, Syndromic",2.0,1,,11
9,UNC5D,C1425664,unc-5 netrin receptor D,C0538359,,8,Rare Single Gene Mutation,3.0,0,,5
9,UNC79,C3470221,"unc-79 homolog, NALCN channel complex subunit",C1334043,,14,"Rare Single Gene Mutation, Functional",2.0,0,,10
9,UNC80,C1428609,"unc-80 homolog, NALCN activator",C4743777,,2,Rare Single Gene Mutation,2.0,0,,13
9,UPF2,C1425133,"UPF2, regulator of nonsense mediated mRNA decay",C0544885,,10,"Rare Single Gene Mutation, Functional",2.0,0,,10
9,UPF3B,C1426937,"UPF3B, regulator of nonsense mediated mRNA decay",C0544885,,X,"Rare Single Gene Mutation, Syndromic",1.0,1,,20
9,USH2A,C1421381,usherin,C0675909,,1,Rare Single Gene Mutation,2.0,0,,12
9,USP15,C1421392,ubiquitin specific peptidase 15,C0041538,,12,Rare Single Gene Mutation,2.0,0,,5
9,USP24,C1421401,ubiquitin specific peptidase 24,C0030940,,1,"Rare Single Gene Mutation, Genetic Association",3.0,0,,12
9,USP27X,C1422016,ubiquitin specific peptidase 27 X-linked,C0041538,,X,Rare Single Gene Mutation,3.0,0,,7
9,USP30,C1426653,ubiquitin specific peptidase 30,C0030940,,12,Rare Single Gene Mutation,3.0,0,,3
9,USP45,C1426667,Ubiquitin specific peptidase 45,C0030940,,6,Rare Single Gene Mutation,2.0,0,,7
9,USP7,C1421408,Ubiquitin specific peptidase 7 (herpes virus-associated),C0019340,,16,"Rare Single Gene Mutation, Syndromic, Functional",2.0,1,,17
9,USP9X,C1421409,ubiquitin specific peptidase 9 X-linked,C0241764,,X,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,21
9,USP9Y,C1421410,"ubiquitin specific peptidase 9, Y-linked",C0041538,,Y,"Rare Single Gene Mutation, Genetic Association",2.0,0,,2
9,VAMP2,C1421419,vesicle associated membrane protein 2,C0333262,,17,"Rare Single Gene Mutation, Syndromic",,1,,4
9,VASH1,C1823615,vasohibin 1,C1823615,,14,Genetic Association,2.0,0,,4
9,VCP,C1421437,valosin containing protein,C0033684,,9,"Rare Single Gene Mutation, Functional",3.0,0,,6
9,VDR,C0919430,vitamin D receptor,C0108082,,12,"Genetic Association, Functional",2.0,0,,10
9,VEZF1,C1823628,vascular endothelial zinc finger 1,C1823628,,17,Rare Single Gene Mutation,1.0,0,0.5,3
9,VIL1,C1421449,Villin 1,C1421449,,2,Rare Single Gene Mutation,2.0,0,,4
9,VPS13B,C1540183,vacuolar protein sorting 13 homolog B (yeast),C0036025,,8,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,6.35,33
9,VPS54,C1425679,VPS54subunit of GARP complex,C0439855,,2,Rare Single Gene Mutation,3.0,0,,3
9,VSIG4,C1538071,V-set and immunoglobulin domain containing 4,C1512665,,X,Rare Single Gene Mutation,2.0,0,,4
9,VWA7,C1422287,von Willebrand factor A domain containing 7,,,6,Rare Single Gene Mutation,3.0,0,,3
9,WAC,C1424905,WW domain containing adaptor with coiled-coil,C1516692,,10,"Rare Single Gene Mutation, Syndromic",1.0,1,15.0,34
9,WASF1,C1421479,WAS protein family member 1,C1421479,,6,"Rare Single Gene Mutation, Syndromic",,1,,5
9,WDFY3,C1427109,WD repeat and FYVE domain containing 3,C1520109,,4,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,17.2,27
9,WDFY4,C1428836,WDFY family member 4,C0086282,,10,Rare Single Gene Mutation,2.0,0,,13
9,WDR26,C1427415,WD repeat domain 26,C1421496,,1,"Rare Single Gene Mutation, Syndromic",,1,,11
9,WDR37,C1429208,WD repeat domain 37,C1421496,,10,"Rare Single Gene Mutation, Syndromic",3.0,0,,6
9,WDR5,C1421496,WD repeat domain 5,C1421496,,9,"Rare Single Gene Mutation, Syndromic",,1,,3
9,WNK3,C1538112,WNK lysine deficient protein kinase 3,C0033640,,X,Rare Single Gene Mutation,2.0,0,,9
9,WNT1,C0812233,"Wingless-type MMTV integration site family, member 1",C4683787,,12,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,6
9,WWOX,C1421525,WW domain containing oxidoreductase,C0030016,,16,"Rare Single Gene Mutation, Syndromic",2.0,0,,17
9,WWP1,C1538115,WW domain containing E3 ubiquitin protein ligase 1,C0077678,,8,Rare Single Gene Mutation,3.0,0,,2
9,XPC,C1421540,"xeroderma pigmentosum, complementation group C",C0043346,,3,"Rare Single Gene Mutation, Syndromic",,1,,12
9,XPO1,C1421544,exportin 1,C0210793,,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,12
9,XRCC6,C1823878,X-ray repair cross complementing 6,C0043240,,22,Rare Single Gene Mutation,3.0,0,,2
9,YEATS2,C1538125,YEATS domain containing 2,C4524843,,3,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5
9,YTHDC2,C1538131,YTH domain containing 2,C1514562,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7
9,YWHAE,C1421560,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,C0041485,,17,Rare Single Gene Mutation,2.0,0,,5
9,YWHAG,C1421561,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,C0041485,,7,"Rare Single Gene Mutation, Syndromic",3.0,1,,15
9,YWHAZ,C1421564,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,C0041485,,8,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",3.0,0,,16
9,YY1,C1421565,YY1transcription factor,C0040648,,14,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,11
9,ZBTB16,C1538149,Zinc finger and BTB domain containing 16,C0080347,,11,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,3
9,ZBTB18,C1421725,zinc finger and BTB domain containing 18,C0080347,,1,"Rare Single Gene Mutation, Syndromic",,1,,14
9,ZBTB20,C1538150,Zinc finger and BTB domain containing 20,C0080347,,3,"Rare Single Gene Mutation, Syndromic",1.0,1,,32
9,ZBTB21,C1421775,zinc finger and BTB domain containing 21,C0080347,,21,Rare Single Gene Mutation,1.0,0,,4
9,ZBTB47,C1823913,zinc finger and BTB domain containing 47,C0080347,,3,Rare Single Gene Mutation,3.0,0,,2
9,ZBTB7A,C1538143,zinc finger and BTB domain containing 7A,C1553639,,19,"Rare Single Gene Mutation, Syndromic",,1,,2
9,ZC3H11A,C1823922,zinc finger CCCH-type containing 11A,C1553643,,1,Rare Single Gene Mutation,2.0,0,,4
9,ZC3H4,C1425092,zinc finger CCCH-type containing 4,C0080347,,19,Rare Single Gene Mutation,2.0,0,,7
9,ZFHX3,C1412611,zinc finger homeobox 3,C1412611,,16,"Rare Single Gene Mutation, Syndromic",3.0,1,,14
9,ZFHX4,C1538171,zinc finger homeobox 4,C1538171,,8,"Rare Single Gene Mutation, Syndromic",3.0,1,,5
9,ZFX,C1421578,zinc finger protein X-linked,C1421578,,X,"Rare Single Gene Mutation, Syndromic",3.0,1,,4
9,ZFYVE26,C1427118,zinc finger FYVE-type containing 26,C0080347,,14,Rare Single Gene Mutation,2.0,0,,7
9,ZMIZ1,C1823956,zinc finger MIZ-type containing 1,C0080347,,10,"Rare Single Gene Mutation, Syndromic, Functional",2.0,1,,13
9,ZMYM2,C1823958,zinc finger MYM-type containing 2,C0080347,,13,"Rare Single Gene Mutation, Syndromic",2.0,1,,10
9,ZMYM3,C1823959,zinc finger MYM-type containing 3,C0080347,,X,"Rare Single Gene Mutation, Syndromic, Genetic Association",,1,,9
9,ZMYND11,C1538178,"Zinc finger, MYND-type containing 11",C0080347,,10,"Rare Single Gene Mutation, Syndromic",2.0,0,,18
9,ZMYND8,C1418914,zinc finger MYND-type containing 8,C0080347,,20,"Rare Single Gene Mutation, Syndromic",1.0,1,4.5,9
9,ZNF18,C1421668,zinc finger protein 18,C1824763,,17,Rare Single Gene Mutation,2.0,0,,2
9,ZNF292,C1425506,zinc finger protein 292,C1425506,,6,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,15
9,ZNF385B,C1428573,Zinc finger protein 385B,C1824763,,2,"Rare Single Gene Mutation, Genetic Association",2.0,0,,3
9,ZNF462,C1427693,Zinc finger protein 462,C1824763,,9,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,10.6,19
9,ZNF517,C1428661,Zinc finger protein 517,C1824763,,8,Rare Single Gene Mutation,2.0,0,,5
9,ZNF532,C1429015,zinc finger protein 532,C1429015,,18,Rare Single Gene Mutation,3.0,0,,4
9,ZNF536,C1428779,zinc finger protein 536,C0084795,,19,"Rare Single Gene Mutation, Genetic Association, Functional",3.0,0,,11
9,ZNF548,C1428606,zinc finger protein 548,C1824763,,19,Rare Single Gene Mutation,2.0,0,,4
9,ZNF559,C1428680,Zinc finger protein 559,C1824763,,19,Rare Single Gene Mutation,2.0,0,,10
9,ZNF626,C1538205,zinc finger protein 626,C1824763,,19,Rare Single Gene Mutation,2.0,0,,4
9,ZNF644,C1538214,zinc finger protein 644,C1824763,,1,Rare Single Gene Mutation,3.0,0,,3
9,ZNF711,C1824015,zinc finger protein 711,C1824763,,X,Rare Single Gene Mutation,2.0,0,4.25,5
9,ZNF713,C1824016,Zinc finger protein 713,C1824763,,7,Rare Single Gene Mutation,2.0,0,,3
9,ZNF774,C1824047,Zinc finger protein 774,C1824763,,15,Rare Single Gene Mutation,2.0,0,,4
9,ZNF804A,C1824069,Zinc finger protein 804A,C1824763,,2,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,16
9,ZNF827,C2681144,Zinc finger protein 827,C1824763,,4,"Rare Single Gene Mutation, Genetic Association",2.0,0,,4
9,ZSWIM6,C1428833,zinc finger SWIM-type containing 6,C0080347,,5,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",,1,,8
9,ZWILCH,C1824085,zwilchkinetochore protein,,,15,Rare Single Gene Mutation,2.0,0,,5
