ID,gene_symbol,Gene title,string_protein_id,uniprot_id,source
1554790_at,ZSCAN20,zinc finger and SCAN domain containing 20,9606.ENSP00000355053,,
1554791_a_at,KANSL1L,KAT8 regulatory NSL complex subunit 1 like,9606.ENSP00000281772,,
1554793_at,UBE3C,ubiquitin protein ligase E3C,9606.ENSP00000309198,,
1554794_a_at,UBE3C,ubiquitin protein ligase E3C,9606.ENSP00000309198,,
1554795_a_at,FBLIM1,filamin binding LIM protein 1,9606.ENSP00000416387,,
1554796_at,DPP6,dipeptidyl peptidase like 6,9606.ENSP00000367001,,
1554797_at,SYT16,synaptotagmin 16,9606.ENSP00000478637,,
1554798_at,SNED1,"sushi, nidogen and EGF like domains 1",9606.ENSP00000308893,,
1554800_at,RAB39A,"RAB39A, member RAS oncogene family",9606.ENSP00000322594,,
1554801_at,FNDC9,fibronectin type III domain containing 9,9606.ENSP00000310594,,
1554803_s_at,TRIM72,tripartite motif containing 72,9606.ENSP00000312675,,
1554804_a_at,CLDN19,claudin 19,9606.ENSP00000296387,,
1554805_at,CLDN19,claudin 19,9606.ENSP00000296387,,
1554806_a_at,FBXO8,F-box protein 8,9606.ENSP00000377280,,
1554807_a_at,SPIRE1,spire type actin nucleation factor 1,9606.ENSP00000387266,,
1554808_at,ACP1,"acid phosphatase 1, soluble",9606.ENSP00000272067,,
1554808_at,ACP1,"acid phosphatase 1, soluble",9606.ENSP00000458770,,
1554809_at,LOC389199,uncharacterized LOC389199,,,
1554810_at,PLA2G4C,phospholipase A2 group IVC,9606.ENSP00000472546,,
1554812_at,CLDN20,claudin 20,9606.ENSP00000356133,,
1554814_at,UBE2O,ubiquitin conjugating enzyme E2 O,9606.ENSP00000323687,,
1554816_at,ASTN2,astrotactin 2,9606.ENSP00000354504,,
1554818_s_at,DZANK1,double zinc ribbon and ankyrin repeat domains 1,9606.ENSP00000262547,,
1554819_a_at,ITGA11,integrin subunit alpha 11,9606.ENSP00000327290,,
1554820_at,AGBL3,ATP/GTP binding protein like 3,9606.ENSP00000388275,,
1554821_a_at,ZBED1,zinc finger BED-type containing 1,9606.ENSP00000370621,,
1554822_at,PHTF2,putative homeodomain transcription factor 2,9606.ENSP00000403042,,
1554824_at,ZNF585A,zinc finger protein 585A,9606.ENSP00000292841,,
1554826_at,CDK15,cyclin dependent kinase 15,9606.ENSP00000406472,,
1554827_a_at,ADCY7,adenylate cyclase 7,9606.ENSP00000501053,,
1554828_at,PDGFRA,platelet derived growth factor receptor alpha,9606.ENSP00000257290,,
1554830_a_at,STEAP3,STEAP3 metalloreductase,9606.ENSP00000376822,,
1554831_x_at,ALS2CR11,amyotrophic lateral sclerosis 2 chromosome region candidate 11,9606.ENSP00000409937,,
1554833_at,MCTP2,multiple C2 and transmembrane domain containing 2,9606.ENSP00000350377,,
1554834_a_at,RASSF5,Ras association domain family member 5,9606.ENSP00000443021,,
1554834_a_at,RASSF5,Ras association domain family member 5,9606.ENSP00000462099,,
1554835_a_at,B3GNT5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",9606.ENSP00000316173,,
1554836_at,USP36,ubiquitin specific peptidase 36,9606.ENSP00000441214,,
1554837_a_at,CYP4A11,cytochrome P450 family 4 subfamily A member 22///cytochrome P450 family 4 subfamily A member 11,9606.ENSP00000311095,,
1554839_at,CIDECP,cell death-inducing DFFA-like effector c pseudogene,,,
1554840_at,LOC280665,anti-CNG alpha 1 cation channel translation product-like,,,
1554841_at,MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like,9606.ENSP00000379108,,
1554842_at,SLC12A1,solute carrier family 12 member 1,9606.ENSP00000495332,,
1554844_at,EYA3,EYA transcriptional coactivator and phosphatase 3,9606.ENSP00000362978,,
1554846_at,CCDC158,coiled-coil domain containing 158,9606.ENSP00000373566,,
1554847_at,ATP6V1B1,ATPase H+ transporting V1 subunit B1,9606.ENSP00000234396,,
1554849_at,TOR1A,torsin family 1 member A,9606.ENSP00000345719,,
1554850_at,VWA5B2,von Willebrand factor A domain containing 5B2,9606.ENSP00000398688,,
1554852_a_at,KIAA1257,KIAA1257,9606.ENSP00000265068,,
1554853_at,CYP2U1,cytochrome P450 family 2 subfamily U member 1,9606.ENSP00000333212,,
1554855_at,PARK2,parkin RBR E3 ubiquitin protein ligase,9606.ENSP00000337946,,
1554855_at,PARK2,parkin RBR E3 ubiquitin protein ligase,9606.ENSP00000355865,,
1554855_at,PARK2,parkin RBR E3 ubiquitin protein ligase,9606.ENSP00000423881,,
1554857_at,ELMO2,engulfment and cell motility 2,9606.ENSP00000290246,,
1554860_at,PTPN7,"protein tyrosine phosphatase, non-receptor type 7",9606.ENSP00000309116,,
1554862_at,CMAHP,"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene",,,
1554863_s_at,DOK5,docking protein 5,9606.ENSP00000262593,,
1554864_a_at,SDC3,syndecan 3,9606.ENSP00000344468,,
1554866_at,TMEM135,transmembrane protein 135,9606.ENSP00000306344,,
1554867_a_at,PRR16,proline rich 16,9606.ENSP00000385118,,
1554868_s_at,PCNP,PEST proteolytic signal containing nuclear protein,9606.ENSP00000265260,,
1554869_at,WDR37,WD repeat domain 37,9606.ENSP00000263150,,
1554872_a_at,HMGCLL1,3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1,9606.ENSP00000381654,,
1554873_at,CSPP1,centrosome and spindle pole associated protein 1,9606.ENSP00000262210,,
1554874_at,MITF,melanogenesis associated transcription factor,9606.ENSP00000391803,,
1554875_at,CAMKMT,calmodulin-lysine N-methyltransferase,9606.ENSP00000367755,,
1554876_a_at,S100Z,S100 calcium binding protein Z,9606.ENSP00000320430,,
1554878_a_at,ABCD3,ATP binding cassette subfamily D member 3,9606.ENSP00000359233,,
1554880_at,DKFZP434K028,uncharacterized LOC26070,,,
1554882_at,ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit",9606.ENSP00000265038,,
1554883_a_at,ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit",9606.ENSP00000265038,,
1554884_at,PRIM2,primase (DNA) subunit 2 pseudogene///primase (DNA) subunit 2,9606.ENSP00000484105,,
1554885_a_at,PRIM2,primase (DNA) subunit 2 pseudogene///primase (DNA) subunit 2,9606.ENSP00000484105,,
1554886_a_at,MLXIP,MLX interacting protein,9606.ENSP00000312834,,
1554887_at,LOC101927746,uncharacterized LOC101927746,,,
1554889_at,TIA1,TIA1 cytotoxic granule-associated RNA binding protein,9606.ENSP00000358089,,
1554889_at,TIA1,TIA1 cytotoxic granule-associated RNA binding protein,9606.ENSP00000401371,,
1554890_a_at,TIA1,TIA1 cytotoxic granule-associated RNA binding protein,9606.ENSP00000358089,,
1554890_a_at,TIA1,TIA1 cytotoxic granule-associated RNA binding protein,9606.ENSP00000401371,,
1554891_at,LINC01580,long intergenic non-protein coding RNA 1580,,,
1554892_a_at,MS4A3,membrane spanning 4-domains A3,9606.ENSP00000278865,,
1554894_a_at,PCBD2,pterin-4 alpha-carbinolamine dehydratase 2,9606.ENSP00000421544,,
1554895_a_at,RHBDL2,rhomboid like 2,9606.ENSP00000289248,,
1554897_s_at,RHBDL2,rhomboid like 2,9606.ENSP00000289248,,
1554899_s_at,FCER1G,Fc fragment of IgE receptor Ig,9606.ENSP00000289902,,
1554901_at,GAFA1,FGF2-associated protein GAFA1,,,
1554903_at,FRMD8,FERM domain containing 8,9606.ENSP00000319726,,
1554905_x_at,FRMD8,FERM domain containing 8,9606.ENSP00000319726,,
1554906_a_at,MPHOSPH6,M-phase phosphoprotein 6,9606.ENSP00000258169,,
1554907_a_at,HYDIN,"hydrocephalus-inducing protein homolog///HYDIN2, axonemal central pair apparatus protein (pseudogene)///HYDIN, axonemal central pair apparatus protein",9606.ENSP00000377197,,
1554908_at,HYDIN,"HYDIN, axonemal central pair apparatus protein",9606.ENSP00000377197,,
1554909_at,CCDC36,coiled-coil domain containing 36,9606.ENSP00000391788,,
1554910_at,PRKD3,protein kinase D3,9606.ENSP00000368356,,
1554911_at,ABCC11,ATP binding cassette subfamily C member 11,9606.ENSP00000378230,,
1554912_at,ESYT3,extended synaptotagmin 3,9606.ENSP00000374218,,
1554914_at,PLA2G4D,phospholipase A2 group IVD,9606.ENSP00000290472,,
1554915_a_at,PDE12,phosphodiesterase 12,9606.ENSP00000309142,,
1554916_a_at,JRK,Jrk helix-turn-helix protein,9606.ENSP00000333350,,
1554916_a_at,JRK,Jrk helix-turn-helix protein,9606.ENSP00000482410,,
1554918_a_at,ABCC4,ATP binding cassette subfamily C member 4,9606.ENSP00000494609,,
1554919_s_at,CFAP69,cilia and flagella associated protein 69,9606.ENSP00000373948,,
1554920_at,SCEL,sciellin,9606.ENSP00000302579,,
1554921_a_at,SCEL,sciellin,9606.ENSP00000302579,,
1554922_at,ZNF678,zinc finger protein 678,9606.ENSP00000344828,,
1554923_at,ANKS6,ankyrin repeat and sterile alpha motif domain containing 6,9606.ENSP00000297837,,
1554927_at,LINC00598,long intergenic non-protein coding RNA 598,,,
1554929_at,SIK3,SIK family kinase 3,9606.ENSP00000364449,,
1554930_a_at,FUT8,fucosyltransferase 8,9606.ENSP00000353910,,
1554931_at,CYP4A11,cytochrome P450 family 4 subfamily A member 22///cytochrome P450 family 4 subfamily A member 11,9606.ENSP00000311095,,
1554932_at,ZSWIM2,zinc finger SWIM-type containing 2,9606.ENSP00000295131,,
1554933_at,PSIP1,PC4 and SFRS1 interacting protein 1,9606.ENSP00000370114,,
1554934_at,RCBTB1,RCC1 and BTB domain containing protein 1,9606.ENSP00000367552,,
1554937_x_at,EXOC3L1,exocyst complex component 3 like 1,9606.ENSP00000325674,,
1554938_a_at,ACOT11,acyl-CoA thioesterase 11,9606.ENSP00000360366,,
1554940_a_at,LOC388882,uncharacterized LOC388882,,,
1554941_at,KLHL14,kelch like family member 14,9606.ENSP00000352314,,
1554942_a_at,KLHL14,kelch like family member 14,9606.ENSP00000352314,,
1554943_at,VIL1,villin 1,9606.ENSP00000248444,,
1554945_x_at,VIL1,villin 1,9606.ENSP00000248444,,
1554946_at,LINC01234,long intergenic non-protein coding RNA 1234,,,
1554947_at,ACAT1,acetyl-CoA acetyltransferase 1,9606.ENSP00000265838,,
1554947_at,ACAT1,acetyl-CoA acetyltransferase 1,9606.ENSP00000356591,,
1554949_at,LOC554174,uncharacterized LOC554174,,,
1554950_at,ACAN,aggrecan,9606.ENSP00000387356,,
1554952_s_at,NLRP12,NLR family pyrin domain containing 12,9606.ENSP00000375653,,
1554953_a_at,TSPEAR-AS2,TSPEAR antisense RNA 2,,,
1554954_at,TSPEAR-AS2,TSPEAR antisense RNA 2,,,
1554957_at,LOC101928921,uncharacterized LOC101928921,,,
1554958_at,ZNF641,zinc finger protein 641,9606.ENSP00000437832,,
1554960_at,CCDC190,coiled-coil domain containing 190,9606.ENSP00000356886,,
1554961_at,FGFR4,fibroblast growth factor receptor 4,9606.ENSP00000292408,,
1554962_a_at,FGFR4,fibroblast growth factor receptor 4,9606.ENSP00000292408,,
1554965_at,FILIP1L,filamin A interacting protein 1 like,9606.ENSP00000346560,,
1554966_a_at,FILIP1L,filamin A interacting protein 1 like,9606.ENSP00000346560,,
1554967_at,DIP2A,disco interacting protein 2 homolog A,9606.ENSP00000392066,,
1554969_x_at,DIP2A,disco interacting protein 2 homolog A,9606.ENSP00000392066,,
1554970_at,PDILT,"protein disulfide isomerase like, testis expressed",9606.ENSP00000305465,,
1554971_at,OK/SW-CL.58,OK/SW-CL.58,,,
1554973_a_at,ZBTB26,zinc finger and BTB domain containing 26,9606.ENSP00000362760,,
1554974_at,ACY3,aminoacylase 3,9606.ENSP00000255082,,
1554976_a_at,LINC00051,long intergenic non-protein coding RNA 51,,,
1554977_at,LKAAEAR1,LKAAEAR motif containing 1,9606.ENSP00000310801,,
1554978_at,ERICH1-AS1,ERICH1 antisense RNA 1,9606.ENSP00000489774,,
1554980_a_at,ATF3,activating transcription factor 3,9606.ENSP00000344352,,
1554981_at,EQTN,equatorin,9606.ENSP00000369371,,
1554982_a_at,EQTN,equatorin,9606.ENSP00000369371,,
1554983_at,LINC00317,long intergenic non-protein coding RNA 317,,,
1554984_a_at,HLA-DOB,"major histocompatibility complex, class II, DO beta",9606.ENSP00000496848,,
1554985_at,ZNF396,zinc finger protein 396,9606.ENSP00000466500,,
1554986_a_at,SNX19,sorting nexin 19,9606.ENSP00000265909,,
1554987_at,GOLGA3,golgin A3,9606.ENSP00000204726,,
1554988_at,SLC9C2,solute carrier family 9 member C2 (putative),9606.ENSP00000356687,,
1554989_at,AREL1,apoptosis resistant E3 ubiquitin protein ligase 1,9606.ENSP00000348714,,
1554992_at,RASGRF1,Ras protein specific guanine nucleotide releasing factor 1,9606.ENSP00000405963,,
1554994_at,RAG1,recombination activating gene 1,9606.ENSP00000299440,,
1554996_at,ZNF273,"zinc finger protein 733, pseudogene///uncharacterized LOC285902///zinc finger protein 479///zinc finger protein 273",9606.ENSP00000418719,,
1554997_a_at,PTGS2,prostaglandin-endoperoxide synthase 2,9606.ENSP00000356438,,
1554999_at,RASGEF1B,RasGEF domain family member 1B,9606.ENSP00000264400,,
1555000_at,OK/SW-CL.36,OK/SW-CL.36,,,
1555001_at,IQCF1,IQ motif containing F1,9606.ENSP00000307958,,
1555002_at,LOC403312,putative uncharacterized protein MGC39545,,,
1555003_at,RBL1,RB transcriptional corepressor like 1,9606.ENSP00000362768,,
1555004_a_at,RBL1,RB transcriptional corepressor like 1,9606.ENSP00000362768,,
1555006_at,WDR66,WD repeat domain 66,9606.ENSP00000288912,,
1555007_s_at,WDR66,WD repeat domain 66,9606.ENSP00000288912,,
1555009_a_at,SYNJ2,synaptojanin 2,9606.ENSP00000347792,,
1555011_at,ZFYVE16,zinc finger FYVE-type containing 16,9606.ENSP00000426848,,
1555015_a_at,ZNF398,zinc finger protein 398,9606.ENSP00000420418,,
1555016_at,IL16,interleukin 16,9606.ENSP00000302935,,
1555018_at,OR2C3,olfactory receptor family 2 subfamily C member 3,9606.ENSP00000479757,,
1555018_at,OR2C3,olfactory receptor family 2 subfamily C member 3,9606.ENSP00000493385,,
1555019_at,CDHR1,cadherin related family member 1,9606.ENSP00000485478,,
1555020_a_at,ARHGAP20,Rho GTPase activating protein 20,9606.ENSP00000260283,,
1555021_a_at,SCARF1,scavenger receptor class F member 1,9606.ENSP00000263071,,
1555022_at,RGS12,regulator of G-protein signaling 12,9606.ENSP00000339381,,
1555024_at,ADAM22,ADAM metallopeptidase domain 22,9606.ENSP00000265727,,
1555025_at,TMEM26,transmembrane protein 26,9606.ENSP00000382237,,
1555027_at,P4HA2,uncharacterized LOC101927705///prolyl 4-hydroxylase subunit alpha 2,9606.ENSP00000384999,,
1555028_at,BRD3,bromodomain containing 3,9606.ENSP00000305918,,
1555028_at,BRD3,bromodomain containing 3,9606.ENSP00000490916,,
1555032_at,RGS12,regulator of G-protein signaling 12,9606.ENSP00000339381,,
1555033_a_at,RGS12,regulator of G-protein signaling 12,9606.ENSP00000339381,,
1555034_at,CLRN1,clarin 1,9606.ENSP00000329158,,
1555035_a_at,CLRN1,clarin 1,9606.ENSP00000329158,,
1555037_a_at,IDH1,"isocitrate dehydrogenase (NADP(+)) 1, cytosolic",9606.ENSP00000390265,,
1555038_at,EPB41L4A,erythrocyte membrane protein band 4.1 like 4A,9606.ENSP00000482810,,
1555039_a_at,ABCC4,ATP binding cassette subfamily C member 4,9606.ENSP00000494609,,
1555040_at,LINC00612,long intergenic non-protein coding RNA 612,,,
1555041_a_at,NAGA,alpha-N-acetylgalactosaminidase,9606.ENSP00000379680,,
1555042_at,TRPV5,transient receptor potential cation channel subfamily V member 5,9606.ENSP00000265310,,
1555043_at,LHFPL5,lipoma HMGIC fusion partner-like 5,9606.ENSP00000498322,,
1555044_a_at,KLHL40,kelch like family member 40,9606.ENSP00000287777,,
1555046_at,CENPI,centromere protein I,9606.ENSP00000362018,,
1555048_a_at,TSPEAR,thrombospondin type laminin G domain and EAR repeats,9606.ENSP00000321987,,
1555049_at,TSPEAR,thrombospondin type laminin G domain and EAR repeats,9606.ENSP00000321987,,
1555051_at,C10orf53,chromosome 10 open reading frame 53,9606.ENSP00000363226,,
1555052_a_at,SYT9,synaptotagmin 9,9606.ENSP00000324419,,
1555053_at,SYT9,synaptotagmin 9,9606.ENSP00000324419,,
1555055_at,AVL9,AVL9 cell migration associated,9606.ENSP00000315568,,
1555056_at,CCNG2,cyclin G2,9606.ENSP00000315743,,
1555057_at,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4,9606.ENSP00000296684,,
1555058_a_at,LPGAT1,lysophosphatidylglycerol acyltransferase 1,9606.ENSP00000355964,,
1555060_a_at,IKZF2,IKAROS family zinc finger 2,9606.ENSP00000412869,,
1555062_s_at,GTPBP3,GTP binding protein 3 (mitochondrial),9606.ENSP00000351644,,
1555063_at,USP6,ubiquitin specific peptidase 32///ubiquitin specific peptidase 6,9606.ENSP00000277575,,
1555063_at,USP6,ubiquitin specific peptidase 32///ubiquitin specific peptidase 6,9606.ENSP00000460380,,
1555065_x_at,USP6,ubiquitin specific peptidase 32///ubiquitin specific peptidase 6,9606.ENSP00000277575,,
1555065_x_at,USP6,ubiquitin specific peptidase 32///ubiquitin specific peptidase 6,9606.ENSP00000460380,,
1555068_at,WNK1,WNK lysine deficient protein kinase 1,9606.ENSP00000341292,,
1555071_at,TLL1,tolloid like 1,9606.ENSP00000061240,,
1555073_at,MGC40069,uncharacterized protein MGC40069,,,
1555074_a_at,KCNH5,potassium voltage-gated channel subfamily H member 5,9606.ENSP00000321427,,
1555076_at,ARHGAP25,Rho GTPase activating protein 25,9606.ENSP00000386911,,
1555078_at,ZNF843,zinc finger protein 843,9606.ENSP00000322899,,
1555079_at,SPATA6L,spermatogenesis associated 6 like,9606.ENSP00000417063,,
1555082_a_at,NEK11,NIMA related kinase 11,9606.ENSP00000372857,,
1555083_at,RPL13AP17,ribosomal protein L13a pseudogene 17,,,
1555085_at,LOC101928751,uncharacterized LOC101928751,,,
1555086_at,STAT5B,signal transducer and activator of transcription 5B,9606.ENSP00000293328,,
1555088_x_at,STAT5B,signal transducer and activator of transcription 5B,9606.ENSP00000293328,,
1555090_x_at,TMEM182,transmembrane protein 182,9606.ENSP00000394178,,
1555091_at,PPM1F,"protein phosphatase, Mg2+/Mn2+ dependent 1F",9606.ENSP00000263212,,
1555092_at,VASH2,vasohibin 2,9606.ENSP00000428324,,
1555095_at,LINC01558,long intergenic non-protein coding RNA 1558,,,
1555096_at,STPG2,sperm tail PG-rich repeat containing 2,9606.ENSP00000295268,,
1555097_a_at,PTGFR,prostaglandin F receptor,9606.ENSP00000359793,,
1555098_a_at,CACNB2,calcium voltage-gated channel auxiliary subunit beta 2,9606.ENSP00000320025,,
1555099_at,MPP4,membrane palmitoylated protein 4,9606.ENSP00000387278,,
1555099_at,MPP4,membrane palmitoylated protein 4,9606.ENSP00000404121,,
1555100_at,APLF,aprataxin and PNKP like factor,9606.ENSP00000307004,,
1555102_at,FGF7,fibroblast growth factor 7,9606.ENSP00000267843,,
1555103_s_at,FGF7,fibroblast growth factor 7,9606.ENSP00000267843,,
1555105_a_at,MIER1,MIER1 transcriptional regulator,9606.ENSP00000383820,,
1555106_a_at,CTDSPL2,CTD small phosphatase like 2,9606.ENSP00000260327,,
1555107_a_at,UVSSA,UV stimulated scaffold protein A,9606.ENSP00000425130,,
1555108_at,SLC10A7,solute carrier family 10 member 7,9606.ENSP00000421275,,
1555110_a_at,KLHL3,kelch like family member 3,9606.ENSP00000312397,,
1555111_at,CCDC181,coiled-coil domain containing 181,9606.ENSP00000356780,,
1555112_a_at,CCDC181,coiled-coil domain containing 181,9606.ENSP00000356780,,
1555113_at,PARD3B,par-3 family cell polarity regulator beta,9606.ENSP00000385848,,
1555114_at,ATP6V0A2,ATPase H+ transporting V0 subunit a2,9606.ENSP00000332247,,
1555116_s_at,SLC11A1,solute carrier family 11 member 1,9606.ENSP00000233202,,
1555118_at,ENTPD3,ectonucleoside triphosphate diphosphohydrolase 3,9606.ENSP00000301825,,
1555120_at,CD96,CD96 molecule,9606.ENSP00000283285,,
1555122_at,ADGRA3,adhesion G protein-coupled receptor A3,9606.ENSP00000334952,,
1555123_at,ST6GAL2,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2",9606.ENSP00000386942,,
1555124_at,LINC01126,long intergenic non-protein coding RNA 1126,,,
1555125_at,PAXBP1,PAX3 and PAX7 binding protein 1,9606.ENSP00000328992,,
1555127_at,MOCS1,molybdenum cofactor synthesis 1,9606.ENSP00000344794,,
1555130_at,PER3,period circadian clock 3,9606.ENSP00000482093,,
1555131_a_at,PER3,period circadian clock 3,9606.ENSP00000482093,,
